1<br/> <br/><br/>What does the code output?,"<span style=""white-space:pre; font-family: monospace"">1
</span>",Code->Output
¯1<br/> <br/><br/>What does the code output?,"<span style=""white-space:pre; font-family: monospace"">¯1
</span>",Code->Output
1.5<br/> <br/><br/>What does the code output?,"<span style=""white-space:pre; font-family: monospace"">1.5
</span>",Code->Output
0j4<br/> <br/><br/>What does the code output?,"<span style=""white-space:pre; font-family: monospace"">0J4
</span>",Code->Output
¯5j¯6<br/> <br/><br/>What does the code output?,"<span style=""white-space:pre; font-family: monospace"">¯5J¯6
</span>",Code->Output
]Boxing on -style=max<br/> <br/><br/>What does the code output?,"<span style=""white-space:pre; font-family: monospace"">┌→────────────────┐
│Was ON -style=max│
└─────────────────┘
</span> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Minus Sign.htm'>Take me to -</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Equal Sign.htm'>Take me to =</a>",Code->Output
2 3 1<br/> <br/><br/>What does the code output?,"<span style=""white-space:pre; font-family: monospace"">┌→────┐
│2 3 1│
└~────┘
</span>",Code->Output
2 ¯3 1<br/> <br/><br/>What does the code output?,"<span style=""white-space:pre; font-family: monospace"">┌→─────┐
│2 ¯3 1│
└~─────┘
</span>",Code->Output
0j4 ¯5j¯6<br/> <br/><br/>What does the code output?,"<span style=""white-space:pre; font-family: monospace"">┌→────────┐
│0J4 ¯5J¯6│
└~────────┘
</span>",Code->Output
1 2 3 4 (1 2)<br/> <br/><br/>What does the code output?,"<span style=""white-space:pre; font-family: monospace"">┌→──────────────┐
│         ┌→──┐ │
│ 1 2 3 4 │1 2│ │
│         └~──┘ │
└∊──────────────┘
</span>",Code->Output
(1 2)(3 4)<br/> <br/><br/>What does the code output?,"<span style=""white-space:pre; font-family: monospace"">┌→────────────┐
│ ┌→──┐ ┌→──┐ │
│ │1 2│ │3 4│ │
│ └~──┘ └~──┘ │
└∊────────────┘
</span>",Code->Output
(1 2)(3 4)5<br/> <br/><br/>What does the code output?,"<span style=""white-space:pre; font-family: monospace"">┌→──────────────┐
│ ┌→──┐ ┌→──┐   │
│ │1 2│ │3 4│ 5 │
│ └~──┘ └~──┘   │
└∊──────────────┘
</span>",Code->Output
- 4<br/> <br/><br/>What does the code output?,"<span style=""white-space:pre; font-family: monospace"">  
¯4
  
</span> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Minus Sign.htm'>Take me to -</a>",Code->Output
- ¯4<br/> <br/><br/>What does the code output?,"<span style=""white-space:pre; font-family: monospace""> 
4
 
</span> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Minus Sign.htm'>Take me to -</a>",Code->Output
- 4 2 0 ¯3 ¯5<br/> <br/><br/>What does the code output?,"<span style=""white-space:pre; font-family: monospace"">┌→──────────┐
│¯4 ¯2 0 3 5│
└~──────────┘
</span> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Minus Sign.htm'>Take me to -</a>",Code->Output
