Plus Sign<br/><br/>What does this glyph look like?,+ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Plus Sign.htm'>Take me to symbol documentation</a>,Name->Sym
Monadic: Conjugate<br/><br/>What does this glyph look like?,+ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Plus Sign.htm'>Take me to symbol documentation</a>,Name->Sym
Dyadic: Plus<br/><br/>What does this glyph look like?,+ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Plus Sign.htm'>Take me to symbol documentation</a>,Name->Sym
+<br/><br/>What is this glyph called?  What's the Monadic/Dyadic names?,Plus Sign <br/> Monadic: Conjugate <br/> Dyadic: Plus <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Plus Sign.htm'>Take me to symbol documentation</a>,Sym->Name
Minus Sign;Bar<br/><br/>What does this glyph look like?,- <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Minus Sign.htm'>Take me to symbol documentation</a>,Name->Sym
Monadic: Negate<br/><br/>What does this glyph look like?,- <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Minus Sign.htm'>Take me to symbol documentation</a>,Name->Sym
Dyadic: Minus;Subtract<br/><br/>What does this glyph look like?,- <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Minus Sign.htm'>Take me to symbol documentation</a>,Name->Sym
-<br/><br/>What is this glyph called?  What's the Monadic/Dyadic names?,Minus Sign;Bar <br/> Monadic: Negate <br/> Dyadic: Minus;Subtract <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Minus Sign.htm'>Take me to symbol documentation</a>,Sym->Name
Times Sign<br/><br/>What does this glyph look like?,× <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Times Sign.htm'>Take me to symbol documentation</a>,Name->Sym
Monadic: Direction<br/><br/>What does this glyph look like?,× <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Times Sign.htm'>Take me to symbol documentation</a>,Name->Sym
Dyadic: Times<br/><br/>What does this glyph look like?,× <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Times Sign.htm'>Take me to symbol documentation</a>,Name->Sym
×<br/><br/>What is this glyph called?  What's the Monadic/Dyadic names?,Times Sign <br/> Monadic: Direction <br/> Dyadic: Times <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Times Sign.htm'>Take me to symbol documentation</a>,Sym->Name
Divide Sign<br/><br/>What does this glyph look like?,÷ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Divide Sign.htm'>Take me to symbol documentation</a>,Name->Sym
